image_id,coco_url,caption
542856,http://images.cocodataset.org/val2017/000000542856.jpg,a public transportation bus with an advertisement on the side 
121153,http://images.cocodataset.org/val2017/000000121153.jpg,A white road sign suspended over a highway.
186938,http://images.cocodataset.org/val2017/000000186938.jpg,A small bird standing on a rocky ground.
534639,http://images.cocodataset.org/val2017/000000534639.jpg,A modern train running on tracks near a station.
528977,http://images.cocodataset.org/val2017/000000528977.jpg,"Street signs, graffiti, old buildings and a bridge."
283318,http://images.cocodataset.org/val2017/000000283318.jpg,A fire hydrant and some cars on the side of the street.
104198,http://images.cocodataset.org/val2017/000000104198.jpg,A sign is next to an ornate white gazebo.
550084,http://images.cocodataset.org/val2017/000000550084.jpg,A green sign says Thruway one fourth mile.
212559,http://images.cocodataset.org/val2017/000000212559.jpg,A stable full of lambs standing and laying around.
127624,http://images.cocodataset.org/val2017/000000127624.jpg,A train next to a train station with city in background.
301981,http://images.cocodataset.org/val2017/000000301981.jpg,A giraffe caged in while grass falling from his mouth. 
323571,http://images.cocodataset.org/val2017/000000323571.jpg,A street sign on the street near a building.
297343,http://images.cocodataset.org/val2017/000000297343.jpg,A stop sign has been placed upside-down in the grass beside a building. 
134689,http://images.cocodataset.org/val2017/000000134689.jpg,there is a very tall giraffe standing in the wild
98261,http://images.cocodataset.org/val2017/000000098261.jpg,Two brown and black birds staring on a curved wire.
56545,http://images.cocodataset.org/val2017/000000056545.jpg,A gray bird is standing on small brown branch.
440508,http://images.cocodataset.org/val2017/000000440508.jpg,A long orange train traveling through a rural green countryside.
213605,http://images.cocodataset.org/val2017/000000213605.jpg,A bus parked next to a white building with red trimming. 
343496,http://images.cocodataset.org/val2017/000000343496.jpg,A person walking by stop sign at street intersection.
565607,http://images.cocodataset.org/val2017/000000565607.jpg,A green fire hydrant next to field of colorful flowers.
233567,http://images.cocodataset.org/val2017/000000233567.jpg,A goat is standing in a barn by some hay.
410712,http://images.cocodataset.org/val2017/000000410712.jpg,A yellow and black traffic sign with buildings in background.
184321,http://images.cocodataset.org/val2017/000000184321.jpg,A train traveling down tracks next to lights.
432553,http://images.cocodataset.org/val2017/000000432553.jpg,A couple of dogs viewing something as a person sits in a chair.
456559,http://images.cocodataset.org/val2017/000000456559.jpg,A man wearing sunglasses and a black hat.
339870,http://images.cocodataset.org/val2017/000000339870.jpg,A tall church tower sitting on the side of a road.
213593,http://images.cocodataset.org/val2017/000000213593.jpg,A red stop sign sitting on the side of a tall building.
463618,http://images.cocodataset.org/val2017/000000463618.jpg,A woman holding a baby next to a bird cage.
563603,http://images.cocodataset.org/val2017/000000563603.jpg,A herd of giraffe standing next to each other next to a pond.
150265,http://images.cocodataset.org/val2017/000000150265.jpg,A group of people walking down a sidewalk.
288882,http://images.cocodataset.org/val2017/000000288882.jpg,Two large giraffes inside a fenced area interact with one another
176847,http://images.cocodataset.org/val2017/000000176847.jpg,Black birds picking berries out of the tree
560371,http://images.cocodataset.org/val2017/000000560371.jpg,Street signs from the corner of 8th ave. and 22 3/4 st.
127135,http://images.cocodataset.org/val2017/000000127135.jpg,Small black and white pig on wheeled cart with protest sign.
247838,http://images.cocodataset.org/val2017/000000247838.jpg,A small herd of buffalo resting on the ither side of the stream.
357060,http://images.cocodataset.org/val2017/000000357060.jpg,A bird is trying to find food in the water. 
184400,http://images.cocodataset.org/val2017/000000184400.jpg,A train as it travels down the tracks over a bridge.
252332,http://images.cocodataset.org/val2017/000000252332.jpg,A stop sign is shown among foliage and grass.
287291,http://images.cocodataset.org/val2017/000000287291.jpg,A city street with buildings and cars on a rainy day.
42628,http://images.cocodataset.org/val2017/000000042628.jpg,Snow piled high around pipes with people walking in background
33707,http://images.cocodataset.org/val2017/000000033707.jpg,Two giraffes are standing next to a building.
546829,http://images.cocodataset.org/val2017/000000546829.jpg,A small white dog on a wooden bench.
38048,http://images.cocodataset.org/val2017/000000038048.jpg,A red fire hydrant on a city sidewalk.
97988,http://images.cocodataset.org/val2017/000000097988.jpg,"Man standing under banner that reads ""Run for Rights"""
478286,http://images.cocodataset.org/val2017/000000478286.jpg,The train is traveling across the high bridge.
534394,http://images.cocodataset.org/val2017/000000534394.jpg,A herd of sheep moving up over a wall to a field from a sidewalk.
436738,http://images.cocodataset.org/val2017/000000436738.jpg,An intersection with antique cars and a bus at it.
259382,http://images.cocodataset.org/val2017/000000259382.jpg,Giraffe inside rock walls standing and bowing its head.
162130,http://images.cocodataset.org/val2017/000000162130.jpg,A wooden bench is sitting next to a grassy field.
147223,http://images.cocodataset.org/val2017/000000147223.jpg,A small bus parked in front of a bus stop.
140583,http://images.cocodataset.org/val2017/000000140583.jpg,A group of donkeys on the side of the road.
418959,http://images.cocodataset.org/val2017/000000418959.jpg,A duck standing on a pile of debris in water
396568,http://images.cocodataset.org/val2017/000000396568.jpg,An orange and black train with train cars passing trees.
396903,http://images.cocodataset.org/val2017/000000396903.jpg,Small red propeller airplane sitting on an airport runway. 
507797,http://images.cocodataset.org/val2017/000000507797.jpg,Two buses parked next to each other in front of a building.
389684,http://images.cocodataset.org/val2017/000000389684.jpg,The pedestrian is walking down the side of the highway by the bus.
548267,http://images.cocodataset.org/val2017/000000548267.jpg,A herd of sheep grazing on a lush green field.
397639,http://images.cocodataset.org/val2017/000000397639.jpg,A large white sheep next to a small black one
279714,http://images.cocodataset.org/val2017/000000279714.jpg,Closeup of a button in front of the Louisville Slugger factory in KY.
553511,http://images.cocodataset.org/val2017/000000553511.jpg,View of high rises on a city street.
115946,http://images.cocodataset.org/val2017/000000115946.jpg,A street intersection with old buildings in the background.
562448,http://images.cocodataset.org/val2017/000000562448.jpg,A white bus is driving down the street
489842,http://images.cocodataset.org/val2017/000000489842.jpg,All of the children are gathered around Santa Claus.
130566,http://images.cocodataset.org/val2017/000000130566.jpg,A yellow train on the tracks with several cars
410428,http://images.cocodataset.org/val2017/000000410428.jpg,A herd of sheep are grazing in a green field.
514540,http://images.cocodataset.org/val2017/000000514540.jpg,"A city street corner with a street pole that has one way signs and a light on the top, and a building in the background."
724,http://images.cocodataset.org/val2017/000000000724.jpg,A stop sign is mounted upside-down on it's post. 
358923,http://images.cocodataset.org/val2017/000000358923.jpg,A woman with an umbrella hat talks on her cell phone. 
2923,http://images.cocodataset.org/val2017/000000002923.jpg,A marsh area with egrets and shrimp boats
249643,http://images.cocodataset.org/val2017/000000249643.jpg,A train traveling down train tracks near a train station.
1532,http://images.cocodataset.org/val2017/000000001532.jpg,A street scene with focus on the street signs on an overpass.
79408,http://images.cocodataset.org/val2017/000000079408.jpg,A red stop sign sitting next to a forest.
255749,http://images.cocodataset.org/val2017/000000255749.jpg,A bus stopped at a curb to allow people to board the bus. 
226111,http://images.cocodataset.org/val2017/000000226111.jpg,"A No bicycles, skates or skateboards sign on a pole."
211674,http://images.cocodataset.org/val2017/000000211674.jpg,Red double decker bus with people standing on top.
261161,http://images.cocodataset.org/val2017/000000261161.jpg,A dog with a leash on is sitting near a park bench
15338,http://images.cocodataset.org/val2017/000000015338.jpg,A yellow bus is on a street near a black guard rail.
22755,http://images.cocodataset.org/val2017/000000022755.jpg,A rear view mirror sitting on the side of a yellow bus.
250205,http://images.cocodataset.org/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing
65288,http://images.cocodataset.org/val2017/000000065288.jpg,A yellow and green object with a brown bird perched on top of it.
41888,http://images.cocodataset.org/val2017/000000041888.jpg,Three birds walking around a dry grass field.
8899,http://images.cocodataset.org/val2017/000000008899.jpg,A red brick building with a graffiti covered front.
528524,http://images.cocodataset.org/val2017/000000528524.jpg,The brown cows walking along a path in the field.
275791,http://images.cocodataset.org/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats
42178,http://images.cocodataset.org/val2017/000000042178.jpg,Smoggy picture of many trains in a busy train station.
357748,http://images.cocodataset.org/val2017/000000357748.jpg,A pink city bus at a bus stop.
505942,http://images.cocodataset.org/val2017/000000505942.jpg,Two people have a conversation at an intersection
566436,http://images.cocodataset.org/val2017/000000566436.jpg,A person sitting on a bench in a park.
542625,http://images.cocodataset.org/val2017/000000542625.jpg,A bird sits on a parking meter with several parked cars in the street.
337987,http://images.cocodataset.org/val2017/000000337987.jpg,Colorful bird sitting on a branch of a tree.
344909,http://images.cocodataset.org/val2017/000000344909.jpg,A red and gold painted fire hydrant on the street
217614,http://images.cocodataset.org/val2017/000000217614.jpg,A giraffe is walking in some tall grass
42070,http://images.cocodataset.org/val2017/000000042070.jpg,A very big city bus on a big street.
372203,http://images.cocodataset.org/val2017/000000372203.jpg,A wooden bench and a fire hydrant on a field.
452321,http://images.cocodataset.org/val2017/000000452321.jpg,A large bus on the side of the road.
128372,http://images.cocodataset.org/val2017/000000128372.jpg,People loading onto a orange and silver metro bus.
486046,http://images.cocodataset.org/val2017/000000486046.jpg,a giraffe staring right into the camera 
414133,http://images.cocodataset.org/val2017/000000414133.jpg,A sign on small post in grass corner of residential parking lot.
163314,http://images.cocodataset.org/val2017/000000163314.jpg,People are walking in front of some shops.
578093,http://images.cocodataset.org/val2017/000000578093.jpg,a white yellow and blue train at an empty train station
369442,http://images.cocodataset.org/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.
221155,http://images.cocodataset.org/val2017/000000221155.jpg,a couple of animals walking around a farm 
434247,http://images.cocodataset.org/val2017/000000434247.jpg,A group of people riding horses on top of a sandy beach.
498857,http://images.cocodataset.org/val2017/000000498857.jpg,A giraffe eats leaves through a wire fence.
95843,http://images.cocodataset.org/val2017/000000095843.jpg,A double decker bus is shown that is not in service.
415536,http://images.cocodataset.org/val2017/000000415536.jpg,A bus is driving on a wet road with many green trees on the roadside.
500826,http://images.cocodataset.org/val2017/000000500826.jpg,A pole with three road signs stands in front of a building.
151857,http://images.cocodataset.org/val2017/000000151857.jpg,a black and white photo of a train 
186637,http://images.cocodataset.org/val2017/000000186637.jpg,a giraffe eating food from a food dispenser 
226154,http://images.cocodataset.org/val2017/000000226154.jpg,A green and white bus on street next to dirt area.
321887,http://images.cocodataset.org/val2017/000000321887.jpg,White sheep standing in front of a colorful wall in a building. 
147725,http://images.cocodataset.org/val2017/000000147725.jpg,a public transit bus on a city street 
1353,http://images.cocodataset.org/val2017/000000001353.jpg,some children are riding on a mini orange train
196754,http://images.cocodataset.org/val2017/000000196754.jpg,There is a stop sign outside of a bus window.
340272,http://images.cocodataset.org/val2017/000000340272.jpg,Three sheep are grazing in the field next to the water.
198960,http://images.cocodataset.org/val2017/000000198960.jpg,A group of sheep standing next to each other on a field.
475732,http://images.cocodataset.org/val2017/000000475732.jpg,A yellow cat is wearing a blue plastic baseball hat.
550349,http://images.cocodataset.org/val2017/000000550349.jpg,A bus about to stop to pick up passengers.
310622,http://images.cocodataset.org/val2017/000000310622.jpg,"Corner of Broadway, West 32nd Street, and Korea Way."
206994,http://images.cocodataset.org/val2017/000000206994.jpg,Single train parked at a train station on a clear day.
389532,http://images.cocodataset.org/val2017/000000389532.jpg,silohette of a man against  the whiteness of the sky surrounding him
475904,http://images.cocodataset.org/val2017/000000475904.jpg,A swan in the water near a boat tied to a dock.
11615,http://images.cocodataset.org/val2017/000000011615.jpg,a stack of traffic signs on a pole next to a street.
5037,http://images.cocodataset.org/val2017/000000005037.jpg,A passenger bus pulling up to the side of a street.
159684,http://images.cocodataset.org/val2017/000000159684.jpg,A high speed train is seen in the station.
372819,http://images.cocodataset.org/val2017/000000372819.jpg,Four smaller dogs are running away from the women on the bench. 
49259,http://images.cocodataset.org/val2017/000000049259.jpg,A man with his shirt off sitting by the shoreline sunning himself. 
482477,http://images.cocodataset.org/val2017/000000482477.jpg,there is a bird that is sitting at the top of a branch
387387,http://images.cocodataset.org/val2017/000000387387.jpg,A yellow bus that is sitting in the grass.
204871,http://images.cocodataset.org/val2017/000000204871.jpg,A red fire hydrant with a sticker of several animals on it
138979,http://images.cocodataset.org/val2017/000000138979.jpg,A large white bus sitting in front of a tall building.
5992,http://images.cocodataset.org/val2017/000000005992.jpg,A small group of sheep standing together next to a building.
172856,http://images.cocodataset.org/val2017/000000172856.jpg,a stop sign and two brown and white street signs 
193717,http://images.cocodataset.org/val2017/000000193717.jpg,a fire hyrdant sitting on the sidewalk next to the road 
320232,http://images.cocodataset.org/val2017/000000320232.jpg,"Buildings with large signs ""Park Here"" with rainy cement"
100723,http://images.cocodataset.org/val2017/000000100723.jpg,A large group of people standing in the street.
289594,http://images.cocodataset.org/val2017/000000289594.jpg,A man in a hat leaning against a pole
333697,http://images.cocodataset.org/val2017/000000333697.jpg,Two street signs on the corner of a stone wall.
17031,http://images.cocodataset.org/val2017/000000017031.jpg,A very cute giraffe making a funny face.
53529,http://images.cocodataset.org/val2017/000000053529.jpg,A dog with a hat and a person in a truck.
545407,http://images.cocodataset.org/val2017/000000545407.jpg,A side view of a plane flying in the clear blue sky
303863,http://images.cocodataset.org/val2017/000000303863.jpg,A train is traveling down the rail road tracks. 
323751,http://images.cocodataset.org/val2017/000000323751.jpg,A train is making its way down the tracks. 
338191,http://images.cocodataset.org/val2017/000000338191.jpg,Several different fire hydrants that have been painted various colors.
152870,http://images.cocodataset.org/val2017/000000152870.jpg,A giraffe standing on a grass covered field.
524742,http://images.cocodataset.org/val2017/000000524742.jpg,A wall covered in graffiti next to a sidewalk.
276707,http://images.cocodataset.org/val2017/000000276707.jpg,A street sign prohibiting vehicles in front of a store.
142585,http://images.cocodataset.org/val2017/000000142585.jpg,A couple of vehicles are side by side. 
101022,http://images.cocodataset.org/val2017/000000101022.jpg,Two signs that are on a pole in the snow.
326627,http://images.cocodataset.org/val2017/000000326627.jpg,A building that has a rainbow above it.
108244,http://images.cocodataset.org/val2017/000000108244.jpg,A black cat with a hat on the ground.
327601,http://images.cocodataset.org/val2017/000000327601.jpg,A woman sitting on a unique chair beside a vase. 
264335,http://images.cocodataset.org/val2017/000000264335.jpg,A bird flying through a blue sky with wide wings.
44699,http://images.cocodataset.org/val2017/000000044699.jpg,A group of animals grazing on a lush green field.
244379,http://images.cocodataset.org/val2017/000000244379.jpg,"This highway is empty this early on the morning,"
201934,http://images.cocodataset.org/val2017/000000201934.jpg,A white bus parked next to a sidewalk near a fence.
284279,http://images.cocodataset.org/val2017/000000284279.jpg,A humming bird standing on top of a green feeder.
184324,http://images.cocodataset.org/val2017/000000184324.jpg,A group of people walking across a busy city street.
373353,http://images.cocodataset.org/val2017/000000373353.jpg,People crossing a street in front of a taxi and tour bus.
308391,http://images.cocodataset.org/val2017/000000308391.jpg,A fire department with a sign out front 
176037,http://images.cocodataset.org/val2017/000000176037.jpg,A transit bus riding through a city street at night.
93154,http://images.cocodataset.org/val2017/000000093154.jpg,Signs along a street on a rainy day.
522940,http://images.cocodataset.org/val2017/000000522940.jpg,a close up of a vandalized stop sign 
491470,http://images.cocodataset.org/val2017/000000491470.jpg,"A snowy, icy, empty city street and a stoplight."
379800,http://images.cocodataset.org/val2017/000000379800.jpg,An orange train engine moves down the track with one train car behind it.
25181,http://images.cocodataset.org/val2017/000000025181.jpg,A train station with an awning is depicted with a train on the right platform.
499768,http://images.cocodataset.org/val2017/000000499768.jpg,a fire hydrant on a city side walk with bushes
211069,http://images.cocodataset.org/val2017/000000211069.jpg,Two giraffe moving very quickly in the woods.
456496,http://images.cocodataset.org/val2017/000000456496.jpg,A woman sitting in front of the Eiffel tower near pigeons.
14226,http://images.cocodataset.org/val2017/000000014226.jpg,A man sitting on a train at a table using a laptop.
130599,http://images.cocodataset.org/val2017/000000130599.jpg,A man punching an innocent giraffe in the side of it's head.
570539,http://images.cocodataset.org/val2017/000000570539.jpg,An older man is sitting on the bus above a movie advertisement.
100274,http://images.cocodataset.org/val2017/000000100274.jpg,A long train traveling through a train yard.
57244,http://images.cocodataset.org/val2017/000000057244.jpg,A rusted out train engine sitting next to a green forest.
273198,http://images.cocodataset.org/val2017/000000273198.jpg,A man opening a fire hydrant spewing out rusty water into a street.
338532,http://images.cocodataset.org/val2017/000000338532.jpg,A giraffe stands in the middle of a sandy area.
269632,http://images.cocodataset.org/val2017/000000269632.jpg,A bright yellow transit bus is making it's way down a street in the dark.
240767,http://images.cocodataset.org/val2017/000000240767.jpg,A red brick building with a street sign sitting outside of it.
375763,http://images.cocodataset.org/val2017/000000375763.jpg,A very cute flock of sheep in a grassy field.
15751,http://images.cocodataset.org/val2017/000000015751.jpg,A few birds are on the roof of a house.
500423,http://images.cocodataset.org/val2017/000000500423.jpg,"An orange, white, and gray train is sitting at the platform."
284725,http://images.cocodataset.org/val2017/000000284725.jpg,a public transit bus on a city street
475365,http://images.cocodataset.org/val2017/000000475365.jpg,a close up of an the front of an amtrak train 
472030,http://images.cocodataset.org/val2017/000000472030.jpg,A lush green forest filled with lots of trees.
572462,http://images.cocodataset.org/val2017/000000572462.jpg,A group of people standing inside of a moving tram.
12062,http://images.cocodataset.org/val2017/000000012062.jpg,A large white sheep standing next to other sheep.
464251,http://images.cocodataset.org/val2017/000000464251.jpg,A small red bird perched by a wooden flower box
295231,http://images.cocodataset.org/val2017/000000295231.jpg,A group of animals standing on top of a grass covered field.
368456,http://images.cocodataset.org/val2017/000000368456.jpg,A train covered in graffiti on top of train tracks.
100489,http://images.cocodataset.org/val2017/000000100489.jpg,A bird perched on top of a tree filled with leaves.
336587,http://images.cocodataset.org/val2017/000000336587.jpg,a stop sign sittin on a pole that is somewhat broken 
497867,http://images.cocodataset.org/val2017/000000497867.jpg,A hybrid diesel-electric commuter bus on the street in England
260266,http://images.cocodataset.org/val2017/000000260266.jpg,The traffic signal is at the intersection near a large building.
537153,http://images.cocodataset.org/val2017/000000537153.jpg,A couple of people sitting on top of a wooden bench.
364322,http://images.cocodataset.org/val2017/000000364322.jpg,many woolly sheep standing together in the field
239843,http://images.cocodataset.org/val2017/000000239843.jpg,Two street signs on top of a stop sign.
311909,http://images.cocodataset.org/val2017/000000311909.jpg,A public transportation bus near a curb with a bicycle rack.
241297,http://images.cocodataset.org/val2017/000000241297.jpg,A train traveling down tracks next to a lush forest.
296317,http://images.cocodataset.org/val2017/000000296317.jpg,"An African type landscape with giraffes, wildebeests and antelope."
460229,http://images.cocodataset.org/val2017/000000460229.jpg,A red traffic stop sign with a blank white sign below it.
490413,http://images.cocodataset.org/val2017/000000490413.jpg,The airplane has landed behind a fence with barbed wire
334371,http://images.cocodataset.org/val2017/000000334371.jpg,A tall building with four double decker buses driving along a parking lot.
110721,http://images.cocodataset.org/val2017/000000110721.jpg,a large plane is docked at the airport and connected
402519,http://images.cocodataset.org/val2017/000000402519.jpg,A small yellow bird on a small branch.
551350,http://images.cocodataset.org/val2017/000000551350.jpg,The picnic table under the tree is empty of people.
19042,http://images.cocodataset.org/val2017/000000019042.jpg,A large bird that is standing on some rocks by a river.
147338,http://images.cocodataset.org/val2017/000000147338.jpg,A yellow fire hydrant with a cartoon face drawn on it.
66135,http://images.cocodataset.org/val2017/000000066135.jpg,An old yellow train is waiting at the station.
393282,http://images.cocodataset.org/val2017/000000393282.jpg,Two giraffes standing around in the middle of a field.
22589,http://images.cocodataset.org/val2017/000000022589.jpg,A couple of sheep standing next to each other on a field.
64359,http://images.cocodataset.org/val2017/000000064359.jpg,Three zebra and four giraffe inside a fenced area.
332901,http://images.cocodataset.org/val2017/000000332901.jpg,a few animals that are in side a fence
353180,http://images.cocodataset.org/val2017/000000353180.jpg,A group of people that are behind a bus.
153299,http://images.cocodataset.org/val2017/000000153299.jpg,two giraffes are standing together outside a barn
519338,http://images.cocodataset.org/val2017/000000519338.jpg,A blue rusted train engine sitting on top of rail tracks.
49060,http://images.cocodataset.org/val2017/000000049060.jpg,A train sitting next to a loading platform with people standing on it.
395575,http://images.cocodataset.org/val2017/000000395575.jpg,THERE IS A BENCH IN FRONT OF TE LAKE 
475223,http://images.cocodataset.org/val2017/000000475223.jpg,A bird standing next to a lot of tall grass.
530466,http://images.cocodataset.org/val2017/000000530466.jpg,A passenger train that has some graffiti on it.
442661,http://images.cocodataset.org/val2017/000000442661.jpg,a giraffe stares out of a glass window 
460160,http://images.cocodataset.org/val2017/000000460160.jpg,a white bird some sand water rocks and grass
133819,http://images.cocodataset.org/val2017/000000133819.jpg,A blue bus driving down a city street.
91619,http://images.cocodataset.org/val2017/000000091619.jpg,A red stop sign sitting next to a light pole.
307074,http://images.cocodataset.org/val2017/000000307074.jpg,A traffic light hanging over a road at a cross walk.
300155,http://images.cocodataset.org/val2017/000000300155.jpg,A bird is perched on the twig of a tree. 
483667,http://images.cocodataset.org/val2017/000000483667.jpg,a man wearing a top hat and a red tie 
278749,http://images.cocodataset.org/val2017/000000278749.jpg,a black and white photo of a person holding a sign
243867,http://images.cocodataset.org/val2017/000000243867.jpg,a bus and a car on a city street
210394,http://images.cocodataset.org/val2017/000000210394.jpg,A city passenger bus stopping to take on passengers.
545594,http://images.cocodataset.org/val2017/000000545594.jpg,A woman with a red backpack is on a bus.
384513,http://images.cocodataset.org/val2017/000000384513.jpg,a small horse is attached to a cart on the side of a road
252559,http://images.cocodataset.org/val2017/000000252559.jpg,People walking by a building with a unique drainpipe.
463647,http://images.cocodataset.org/val2017/000000463647.jpg,A couple of signs and vehicles on a road.
356169,http://images.cocodataset.org/val2017/000000356169.jpg,A wet road in a rural neighborhood. 
419201,http://images.cocodataset.org/val2017/000000419201.jpg,A herd of animals grazing on top of a grass field.
351589,http://images.cocodataset.org/val2017/000000351589.jpg,A wooden bench sitting outside of a home.
108440,http://images.cocodataset.org/val2017/000000108440.jpg,A train that is on a rail over a bridge.
192716,http://images.cocodataset.org/val2017/000000192716.jpg,a street sign attached to a wooden pole
55299,http://images.cocodataset.org/val2017/000000055299.jpg,A bird is perched on a large rock near the shore.
579818,http://images.cocodataset.org/val2017/000000579818.jpg,A train driving over a small bridge on a green hillside.
131444,http://images.cocodataset.org/val2017/000000131444.jpg,A man wearing a hat and a gray jacket.
271457,http://images.cocodataset.org/val2017/000000271457.jpg, A bench sitting on to of a field of tall grass near water.
278848,http://images.cocodataset.org/val2017/000000278848.jpg,A group of people standing outside of a bus.
78032,http://images.cocodataset.org/val2017/000000078032.jpg,Benches on a paved deck overlooking a waterway
489046,http://images.cocodataset.org/val2017/000000489046.jpg,A bird sitting inside of a green bush outside
400367,http://images.cocodataset.org/val2017/000000400367.jpg,The car lights are streaking by on the street.
259571,http://images.cocodataset.org/val2017/000000259571.jpg,An orange truck driving down a street full of men in the back.
373705,http://images.cocodataset.org/val2017/000000373705.jpg,"A number of young people are enjoying themselves around a fountain, not far from a fire hydrant."
106048,http://images.cocodataset.org/val2017/000000106048.jpg,A white bus driving past a tall building.
289659,http://images.cocodataset.org/val2017/000000289659.jpg,A giraffe  standing on top of a dirt and grass field.
324818,http://images.cocodataset.org/val2017/000000324818.jpg,a couple of birds are standing on a branch
293474,http://images.cocodataset.org/val2017/000000293474.jpg,a yellow and black fire hydrant on the sidewalk
153527,http://images.cocodataset.org/val2017/000000153527.jpg,A row of wooden benches sitting on the side of a road.
13659,http://images.cocodataset.org/val2017/000000013659.jpg,A man sitting in front of a laptop computer in an office.
101068,http://images.cocodataset.org/val2017/000000101068.jpg,A baseball player holding a bat while standing on a field.
128051,http://images.cocodataset.org/val2017/000000128051.jpg,A green bus with a smaller bus sitting on top of it.
109441,http://images.cocodataset.org/val2017/000000109441.jpg,A square reflective glass building sitting next to a street light.
76417,http://images.cocodataset.org/val2017/000000076417.jpg,A dog is sticking it head outside of a car window 
28993,http://images.cocodataset.org/val2017/000000028993.jpg,a couple of yellow poles are on the street
364587,http://images.cocodataset.org/val2017/000000364587.jpg,Old rusted transit train cars sit on the tracks. 
169169,http://images.cocodataset.org/val2017/000000169169.jpg,"A banner in a metropolitan area reading ""spring in the city""."
395388,http://images.cocodataset.org/val2017/000000395388.jpg,some people and some white sheep in their pens 
221017,http://images.cocodataset.org/val2017/000000221017.jpg,A rooster is walking on a grassy beach.
165039,http://images.cocodataset.org/val2017/000000165039.jpg,A bus driving in a city area with traffic signs.
460967,http://images.cocodataset.org/val2017/000000460967.jpg,A colorful bus parked in a lot beside a tall building with many windows.
310072,http://images.cocodataset.org/val2017/000000310072.jpg,a metal bench resting on a sidewalk with cars on a street in the background
229753,http://images.cocodataset.org/val2017/000000229753.jpg,Two tall giraffes are next to bare trees.
16502,http://images.cocodataset.org/val2017/000000016502.jpg,A sheep standing on top of a rock. 
559956,http://images.cocodataset.org/val2017/000000559956.jpg,A group of people kneeling down beside some sheep.
197870,http://images.cocodataset.org/val2017/000000197870.jpg,a small chicken is standing by a bench
566758,http://images.cocodataset.org/val2017/000000566758.jpg,A school bus is parked on the side of the street.
90155,http://images.cocodataset.org/val2017/000000090155.jpg,A train on the tracks out in the country 
26926,http://images.cocodataset.org/val2017/000000026926.jpg,An orange fire hydrant with a face and bow tie drawn on it. 
516143,http://images.cocodataset.org/val2017/000000516143.jpg,a green and white bus is on the street
390301,http://images.cocodataset.org/val2017/000000390301.jpg,A white and green rusted fire hydrant spewing out frozen water.
475387,http://images.cocodataset.org/val2017/000000475387.jpg,A train traveling down tracks near a train station.
537053,http://images.cocodataset.org/val2017/000000537053.jpg,a giraffe in a field with trees in the background
389566,http://images.cocodataset.org/val2017/000000389566.jpg,"The encompassing of an outside town in the picture.
"
336658,http://images.cocodataset.org/val2017/000000336658.jpg,"A photograph of an outside with numerous things in the scene.
"
290592,http://images.cocodataset.org/val2017/000000290592.jpg,A cluster of black and white sheep hang out by a fence.
315187,http://images.cocodataset.org/val2017/000000315187.jpg,an old passenger bus parked next to a walgreens 
198510,http://images.cocodataset.org/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.
127092,http://images.cocodataset.org/val2017/000000127092.jpg,A big building perched atop a hill with a sign in the foreground.
345261,http://images.cocodataset.org/val2017/000000345261.jpg,Two giraffe standing on to of a dry grass covered field.
438017,http://images.cocodataset.org/val2017/000000438017.jpg,a street light on a corner with a red light on it 
181816,http://images.cocodataset.org/val2017/000000181816.jpg,A statue is sitting on a street bench.
407518,http://images.cocodataset.org/val2017/000000407518.jpg,A brown bird perched on top of a metal fence.
545219,http://images.cocodataset.org/val2017/000000545219.jpg,A double decker bus with neon lights at night.
140640,http://images.cocodataset.org/val2017/000000140640.jpg,A group of women wearing hats while standing at a dessert table.
516804,http://images.cocodataset.org/val2017/000000516804.jpg,A bus stop sign with a large building in the background.
344611,http://images.cocodataset.org/val2017/000000344611.jpg,A yellow hazard sign sitting on the side of a road.
474881,http://images.cocodataset.org/val2017/000000474881.jpg,Horned mountain goats enjoying green grass next to the snow
275727,http://images.cocodataset.org/val2017/000000275727.jpg,Yellow and grey train near platform at railway station.
49091,http://images.cocodataset.org/val2017/000000049091.jpg,A city lined with tall buildings covered in hanging letters.
446206,http://images.cocodataset.org/val2017/000000446206.jpg,There is a train and bus in the cityscape. 
76416,http://images.cocodataset.org/val2017/000000076416.jpg,A double decker bus driving past very tall buildings.
104782,http://images.cocodataset.org/val2017/000000104782.jpg,a stop sign and a white and green street sign and a tree
309452,http://images.cocodataset.org/val2017/000000309452.jpg,The bird has a black head and yellow feathers.
8690,http://images.cocodataset.org/val2017/000000008690.jpg,The two young girls are petting the two goats.
17627,http://images.cocodataset.org/val2017/000000017627.jpg,Several cars are parked in front of a building.
571943,http://images.cocodataset.org/val2017/000000571943.jpg,a pole with a street light and signs next to a bare tree
200162,http://images.cocodataset.org/val2017/000000200162.jpg,A train traveling under a signal lights on top of tracks.
320425,http://images.cocodataset.org/val2017/000000320425.jpg,A group of giraffe standing next to each other on a dirt field.
87244,http://images.cocodataset.org/val2017/000000087244.jpg,the fire hydrant has on the side of the road
263594,http://images.cocodataset.org/val2017/000000263594.jpg,A bird walking past a white car in a lot
190676,http://images.cocodataset.org/val2017/000000190676.jpg,A panoramic shot of several people standing near a plane.
